0.005,117.0
0.01,97.4
0.015,108.5
0.02,106.5
0.025,102.5
0.03,81.0
0.035,81.3
0.04,81.7
0.045,79.8
0.05,81.4
0.055,66.4
0.06,66.3
0.065,67.8
0.07,66.0
0.075,66.3
0.08,66.4
0.085,67.1
0.09,66.3
0.095,66.4
0.1,66.8
0.105,94.8
0.11,94.9
0.115,95.4
0.12,95.0
0.125,94.9
0.13,95.0
0.135,96.6
0.14,95.6
0.145,97.3
0.15,95.4
0.155,95.4
0.16,96.2
0.165,95.7
0.17,95.5
0.175,95.4
0.18,95.9
0.185,95.9
0.19,95.9
0.195,95.2
0.2,95.3
