0.005,132.8
0.01,73.9
0.015,58.9
0.02,62.1
0.025,58.6
0.03,66.0
0.035,66.3
0.04,66.7
0.045,66.2
0.05,66.3
0.055,94.5
0.06,94.4
0.065,94.5
0.07,94.6
0.075,94.9
0.08,94.4
0.085,94.2
0.09,94.2
0.095,94.0
0.1,94.4
